idade;sexo;p41aa;p41ab;p41ad;p41ae;p41af;p41ag;p41ah;p41ai;p41aj;p41ak;p41al;p41am;p41an;p41ao;p41ap;p42a;p42b;p42d;p42e;p42f;p42g;p42h;p42i;p42j;p42k;p42l;p42m;p42n;p42o;p42p;p43a;p43b;p43d;p43f;p43g;p43h;p43i;p43j;p43k;p43l;p43m;p43n;p43o;p43p;cor;carro;empreg;maqlav;dvd;banhe;gelad;freezer;comput;lavlou;microon;motocic;secadora;agua;rua;escola;renda;RCLASSE2;INV1p45a;INV1p45b;INV1p45c;INV1p45d;INV1p45e;INV1p45f;INV1p45g;INV1p45h;INV1p45i;INV1p45j;INV1p45k;INV1p45l;INV1p45m;INV1p45n;INV1p45o;INV1p45p;INV1p45q
46;2;1;1;2;1;2;2;1;1;2;2;2;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;96;1;1;1;1;1;1;96;1;96;96;1;1;5;1;4;6;6;6;1;1;6;4;6;6;6;6;6;1;6;6;6;6
31;2;1;1;1;1;1;1;1;1;1;2;2;1;1;2;1;10;10;9;10;10;9;10;10;10;9;9;10;10;10;10;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;96;96;1;2;1;2;96;96;96;1;96;1;1;1;5;1;4;6;6;6;6;1;6;6;6;6;6;6;6;6;1;6;6;1
22;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;7;0;0;6;6;8;1;2;2;2;2;2;2;2;2;2;2;2;1;1;1;3;96;96;96;1;2;1;1;1;96;96;96;1;1;1;5;1;4;6;6;6;6;1;3;6;6;3;6;6;6;6;3;6;6;1
29;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;96;96;1;1;1;1;96;1;96;1;96;96;1;1;5;1;4;6;6;6;4;4;6;3;6;4;6;6;6;1;6;6;6;6
30;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;10;10;10;10;10;8;10;10;5;6;7;10;6;10;6;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;96;96;1;1;1;1;96;96;1;1;96;1;1;1;5;1;5;6;6;6;6;6;6;6;6;6;6;6;6;1;6;6;6;6
23;1;1;1;2;1;1;1;2;1;2;2;1;2;1;1;2;10;10;5;8;8;6;2;10;10;5;7;9;10;7;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;96;96;1;2;1;1;1;1;1;1;96;1;1;1;5;1;4;6;6;6;6;5;6;6;5;5;6;6;6;1;5;6;6;6
52;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;7;7;7;1;7;7;5;5;5;5;7;5;5;7;7;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;96;1;96;2;1;96;96;96;96;96;96;1;1;5;1;4;6;6;6;6;6;6;6;6;6;6;6;6;4;6;6;6;6
23;1;2;2;1;2;2;2;1;1;2;1;1;2;1;1;2;0;0;5;2;0;0;7;5;0;7;7;0;7;5;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;96;96;96;96;1;1;1;96;96;96;1;96;1;1;5;1;6;6;6;6;1;6;6;6;6;1;6;6;6;1;6;6;6;6
24;1;1;1;1;1;1;1;2;1;1;2;2;1;1;1;1;6;6;8;8;4;4;4;5;5;4;3;8;8;6;4;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;96;96;96;96;2;1;96;1;96;96;96;96;1;1;5;1;5;6;6;6;6;4;6;6;4;4;6;6;6;4;4;6;4;6
50;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;96;96;96;1;2;1;1;2;96;1;1;96;1;1;5;1;3;6;6;6;1;4;5;6;4;6;6;6;6;6;6;6;6;1
19;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;3;0;1;8;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;96;96;96;1;2;1;96;96;96;1;1;96;2;2;5;1;6;6;6;6;4;6;6;6;6;6;6;6;6;1;6;6;6;1
74;2;2;1;1;1;1;1;1;1;1;1;2;2;2;1;1;9;6;0;0;1;1;0;8;10;2;1;0;7;4;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;96;96;1;1;1;1;96;1;96;1;96;96;1;1;5;1;4;6;6;6;6;6;6;6;6;6;6;6;6;1;6;6;6;6
44;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;8;10;10;0;10;10;0;0;8;8;6;10;5;0;5;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;96;96;96;1;1;96;96;96;96;96;96;1;1;5;1;5;6;6;6;6;3;6;6;6;6;6;6;6;6;3;6;6;4
28;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;9;8;1;1;1;5;1;1;5;5;5;10;10;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;5;96;96;96;1;1;1;1;1;96;96;1;1;2;2;5;1;6;6;6;6;1;6;6;6;6;6;6;6;6;1;6;6;6;4
19;1;1;1;1;1;2;2;2;1;1;1;2;1;1;2;1;10;10;10;0;0;0;0;10;10;0;0;10;10;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;96;96;96;1;1;1;1;96;96;96;2;96;2;2;5;1;6;6;6;6;6;4;6;6;6;6;6;6;6;6;6;6;6;1
36;2;2;2;2;2;2;2;2;2;1;2;2;1;2;1;2;0;0;0;0;0;0;0;0;10;0;0;0;0;10;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;96;1;4;1;2;2;1;96;96;96;96;1;1;5;1;3;6;6;6;6;6;6;6;6;6;6;6;6;1;6;6;6;6
27;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;10;10;10;10;10;10;10;10;10;10;10;10;10;10;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;96;96;1;1;1;96;96;96;96;96;96;1;1;5;1;5;6;6;6;6;1;6;6;6;1;6;6;6;6;6;6;6;1
28;2;1;2;1;1;1;1;1;2;2;2;2;2;2;2;1;0;0;0;0;0;0;2;0;0;0;0;0;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;96;1;96;1;1;1;1;96;96;1;96;2;2;5;1;5;6;6;6;1;6;6;6;6;1;6;6;6;1;6;6;6;1
33;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;7;0;0;0;2;0;0;3;0;4;5;0;2;9;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;96;1;96;1;1;96;2;96;1;96;96;1;2;5;2;4;6;6;6;1;4;4;6;6;1;6;6;6;1;5;6;5;3
20;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;10;10;1;10;10;10;10;5;10;10;1;10;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;3;96;96;96;1;1;1;96;96;96;1;96;96;1;1;5;1;6;6;6;6;1;6;6;6;6;1;6;6;6;3;6;6;6;1
46;1;1;2;1;2;2;2;1;2;2;2;2;2;1;1;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;96;1;1;2;1;1;2;96;1;1;1;1;1;5;3;2;6;6;6;1;6;6;6;6;6;6;6;6;1;6;6;6;4
31;2;2;1;2;2;1;1;2;2;2;2;2;1;1;1;2;0;0;0;0;5;5;0;0;0;0;0;5;5;10;5;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;96;1;1;1;1;96;96;96;1;96;96;1;1;5;1;4;6;6;6;6;5;6;6;6;6;6;6;6;1;6;6;6;3
39;1;1;1;2;2;2;2;2;1;2;2;2;1;2;2;2;10;10;0;0;0;0;0;10;0;0;0;10;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;96;1;96;1;1;1;1;96;96;1;96;1;1;5;2;4;6;6;6;6;1;5;6;6;6;6;6;6;1;6;6;6;1
26;1;1;1;2;1;2;1;2;1;1;2;2;2;2;2;2;5;0;0;0;0;2;0;5;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;96;1;1;1;1;1;1;1;1;1;1;2;2;5;6;4;6;6;6;6;6;6;6;6;6;6;6;6;1;6;6;6;6
29;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;10;10;10;0;10;0;0;0;10;0;0;10;0;0;10;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;2;96;1;1;1;1;1;96;96;1;1;96;1;1;5;1;4;6;6;6;3;6;6;6;6;3;6;6;6;6;6;6;2;1
20;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;10;10;10;5;10;10;10;10;10;10;10;10;10;10;5;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;96;96;96;96;1;1;96;96;96;96;1;96;1;1;5;1;6;6;6;6;6;6;6;6;6;2;6;6;6;1;6;6;6;6
19;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;2;2;2;2;2;2;2;2;2;2;2;2;2;1;4;1;96;1;96;1;1;1;1;96;1;1;96;1;1;5;1;4;6;6;6;6;6;6;6;6;6;6;6;6;2;6;6;6;6
26;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;10;0;0;0;0;0;10;10;10;0;10;0;0;0;5;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;96;1;1;3;1;96;1;96;1;1;96;1;1;5;3;3;6;6;6;6;1;6;6;6;6;6;6;6;1;6;6;6;4
26;1;2;1;1;1;2;2;1;2;1;1;2;1;1;2;1;10;10;10;10;10;10;10;10;10;5;10;10;10;10;10;2;1;2;2;2;2;2;2;1;1;2;2;2;1;3;1;96;1;1;2;1;1;96;96;1;1;1;2;1;5;1;4;6;6;6;6;6;6;6;6;5;6;6;6;5;1;6;6;1
36;1;2;2;2;1;2;1;1;1;2;1;1;2;1;2;2;10;10;10;10;10;10;5;10;10;10;10;10;10;10;5;2;2;2;2;2;2;2;1;2;1;2;2;2;1;5;96;96;96;1;1;1;96;1;96;96;96;96;1;1;5;1;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
25;2;1;1;1;1;1;1;1;1;2;1;2;1;1;1;1;1;1;0;0;0;0;1;1;0;0;0;3;0;0;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;96;96;1;1;1;1;1;1;96;1;96;96;1;1;6;1;4;6;6;6;6;6;6;6;6;1;6;6;6;1;6;6;1;1
18;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;10;10;2;10;10;10;2;10;10;2;2;10;0;0;10;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;96;96;96;1;1;1;96;1;96;1;96;96;1;1;6;1;5;6;6;6;6;6;6;6;6;6;6;6;6;6;1;6;6;1
22;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;6;9;8;6;9;6;9;7;10;5;6;7;8;6;7;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;96;96;1;1;1;1;1;1;96;1;96;96;1;1;6;1;4;6;6;6;6;6;2;6;6;6;6;6;6;1;4;6;4;4
29;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;96;1;1;1;1;1;6;1;3;6;6;6;6;6;6;6;6;6;6;6;6;1;6;6;6;4
45;1;1;1;2;2;2;1;2;1;2;2;2;2;2;1;1;2;0;0;4;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;96;1;2;1;1;1;3;96;96;96;96;1;1;6;2;3;6;6;6;4;6;4;6;6;6;6;6;6;1;5;6;6;4
40;1;1;1;1;2;2;2;2;1;1;1;1;2;2;1;1;0;0;3;3;2;0;0;5;0;3;3;3;0;8;5;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;96;96;1;96;1;1;1;3;96;1;1;96;1;1;7;1;3;6;6;6;1;6;6;1;5;6;6;6;6;1;6;6;5;5
33;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;3;3;3;3;3;3;3;3;5;3;3;8;3;3;8;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;96;1;1;1;1;1;1;96;1;96;96;1;1;7;2;4;6;6;6;5;6;6;6;6;6;6;6;6;1;6;6;4;1
38;2;1;2;2;1;2;2;1;1;2;2;2;1;1;1;2;10;5;0;2;0;0;5;0;10;0;2;10;7;3;2;2;2;2;2;2;2;1;1;2;2;2;2;2;1;3;96;96;96;1;1;1;1;1;96;96;1;96;1;2;7;1;5;6;6;6;6;6;6;6;1;6;6;6;6;6;6;6;6;1
61;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;10;10;6;10;10;10;8;10;10;8;8;10;7;10;10;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;96;96;96;1;3;1;1;1;96;1;96;96;1;1;7;4;3;6;6;6;6;6;6;6;6;6;6;6;6; ;6;6;6;3
27;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;0;5;10;0;0;0;10;0;10;0;0;10;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;96;1;1;2;1;96;2;96;1;1;1;1;1;7;2;2;6;6;6;6;6;6;6;6;6;6;6;6;1;6;6;6;1
66;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;10;5;10;10;5;5;5;5;5;5;5;10;10;5;5;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;96;1;96;2;1;1;1;96;1;96;96;1;1;7;2;3;6;6;6;4;5;6;6;6;6;6;6;6;1;6;6;6;4
57;2;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;0;0;0;0;0;0;10;0;0;10;0;0;0;0;10;1;1;2;2;2;2;1;2;2;2;1;2;1;2;2;1;96;1;1;1;1;1;1;96;1;1;96;1;1;7;1;4;6;6;6;6;6;6;6;1;6;6;6;1;6;6;6;6;6
30;2;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;8;6;0;9;8;8;0;8;8;0;0;8;0;0;8;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;96;2;3;2;1;1;2;96;1;1;1;1;1;8;3;1;6;6;6;6;1;6;6;6;6;6;6;6;1;6;6;1;1
35;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;1;10;10;4;10;10;10;10;10;10;5;10;10;10;5;6;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;3;1;1;2;96;1;96;96;1;1;8;5;1;6;6;6;6;6;6;6;6;6;6;6;6;3;6;6;6;6
24;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;96;96;96;1;96;1;96;96;96;96;1;96;1;2;2;1;6;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;5
49;1;1;1;1;1;2;2;1;1;1;1;1;2;2;1;2;0;0;0;0;0;0;0;0;8;0;6;0;0;10;0;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;3;96;96;1;96;1;96;96;1;96;96;98;1;3;2;4;5;6;6;6;2;6;6;6;5;6;6;6;1;5;6;5;2
44;1;2;2;2;2;2;2;2;1;1;2;2;2;2;1;2;0;0;5;0;0;0;0;5;5;0;0;0;0;5;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;96;1;1;1;1;1;96;96;1;96;1;1;1;3;97;4;5;6;6;4;6;6;2;6;4;6;6;6;1;6;6;6;6
22;2;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;96;1;1;1;1;1;96;96;1;1;96;1;1;4;1;4;5;6;6;6;6;6;6;6;6;6;6;6;1;6;6;5;6
72;1;1;1;2;2;2;1;2;1;1;2;2;2;2;1;2;0;5;0;10;5;5;0;0;0;0;0;0;0;0;10;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;96;1;96;2;1;1;96;96;1;96;96;1;1;4;1;4;5;6;6;6;1;6;6;6;6;6;6;6;1;6;6;6;2
18;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;2;6;8;1;1;1;3;2;3;4;1;2;7;5;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;96;1;1;1;2;96;96;96;96;1;96;2;1;4;1;6;5;6;6;1;1;5;6;6;5;6;6;1;2;5;6;5;1
74;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;0;0;0;2;0;2;0;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;96;96;96;96;1;1;96;96;96;96;96;96;2;2;1;97;6;6;5;6;1;6;1;6;6;6;6;6;6;6;6;6;6;1
75;1;1;1;1;1;1;1;1;1;1;2;1;1;2;1;1;6;8;4;5;4;3;4;5;4;4;3;2;0;4;5;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;96;96;1;96;1;1;1;96;96;96;96;96;1;98;1;1;6;6;6;6;6;6;6;6;6;6;5;6;6;5;5;6;5;4
70;2;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;10;10;0;4;4;6;8;10;10;10;5;10;4;10;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;96;96;1;96;1;1;1;96;96;1;96;96;1;1;1;1;5;6;6;6;6;5;6;6;5;5;6;6;5;5;2;5;5;5
60;1;1;1;1;1;2;1;2;1;1;1;1;1;1;1;1;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;96;96;1;96;2;2;1;1;96;1;96;96;1;2;1;1;4;6;6;6;6;6;6;6;6;6;6;6;6;1;6;5;6;5
28;2;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;10;7;6;1;0;1;8;10;0;2;0;0;0;6;5;2;2;2;2;2;2;2;2;2;2;2;2;1;1;3;96;96;96;96;1;96;96;96;96;96;96;96;1;98;2;1;6;6;6;6;6;6;6;6;6;6;6;6;4;1;6;5;5;1
38;1;2;2;1;2;1;2;2;1;1;1;2;2;1;1;2;0;8;0;0;0;4;0;0;10;10;0;10;10;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;96;96;96;96;1;1;96;96;96;96;96;96;1;1;2;1;6;6;6;6;2;6;5;5;6;3;6;6;6; ;1;5;6;4
37;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;0;1;0;1;1;1;0;1;1;1;1;1;0;1;0;2;2;2;1;2;2;2;2;2;2;2;2;2;2;3;96;96;1;1;1;1;96;96;96;1;96;96;1;1;2;1;6;6;6;6;6;6;6;6;6;1;6;6;6;1;6;5;6;1
66;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;0;0;0;0;0;0;10;0;0;0;0;0;0;10;0;2;2;2;2;2;2;2;2;2;2;2;2;1;1;3;1;1;1;1;1;1;1;1;96;96;96;96;1;1;2;97;4;6;6;6;6;6;6;6;6;6;6;6;6;6;6;5;6;5
18;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;96;96;1;1;2;1;1;4;1;96;1;1;1;2;2;1;3;6;6;5;6;5;6;6;5;1;6;6;6;1;2;6;5;5
30;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;96;96;96;1;1;1;96;96;96;96;96;96;2;2;2;99;6;6;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
47;2;1;1;2;2;1;1;1;1;1;2;2;1;1;1;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;96;96;96;2;1;1;96;96;96;1;96;96;1;1;2;1;5;6;5;6;3;6;6;6;2;5;6;6;6;2;2;6;6;2
52;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;2;0;1;3;5;0;5;0;5;0;5;5;2;5;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;96;96;1;1;1;2;1;2;96;96;96;96;2;1;2;1;5;6;6;6;6;6;6;6;6;6;6;6;6;2;6;5;6;6
74;1;2;1;1;2;1;1;1;1;1;2;2;2;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;96;96;96;96;1;1;1;96;96;96;96;96;1;1;2;2;6;6;6;6;5;6;6;6;6;1;6;6;6;5;6;5;3;5
39;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;8;7;10;2;10;3;10;10;2;10;5;10;2;5;4;2;1;2;2;2;2;2;2;2;2;2;2;2;2;3;96;96;1;1;1;1;1;1;96;96;1;96;1;1;2;1;5;6;6;6;6;5;3;6;5;3;5;6;5;2;3;6;5;6
53;2;1;1;1;1;1;2;1;1;1;2;2;1;1;2;1;10;10;10;10;0;4;8;5;10;0;10;10;7;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;96;96;96;96;1;1;96;96;96;96;96;96;1;1;2;1;6;6;5;6;5;2;5;5;5;6;6;6;6;2;4;6;5;2
30;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;10;0;10;10;2;2;2;2;2;2;2;2;2;2;2;2;1;1;3;96;96;96;1;1;1;96;96;96;96;96;96;1;1;3;1;6;6;6;6;6;6;6;6;6;6;6;6;4;6;6;5;6;1
25;1;1;1;1;2;2;2;2;1;2;1;1;1;1;1;2;1;3;0;0;0;1;0;2;0;0;0;7;4;0;10;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;96;96;96;96;1;1;96;96;96;96;96;96;1;1;3;1;6;6;6;6;5;5;5;5;5;5;5;6;3;2;5;6;4;5
58;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;2;1;0;5;2;10;10;5;5;5;5;5;8;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;96;96;96;1;1;1;96;96;96;96;96;96;1;1;3;2;6;6;6;6;5;6;5;6;6;5;6;5;6;1;3;6;5;1
45;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;2;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;96;96;96;96;1;1;96;96;96;96;96;96;1;1;3;97;6;6;6;6;6;6;6;5;6;1;6;6;6;5;6;5;5;6
74;1;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;96;1;96;1;1;1;1;96;1;1;96;1;1;3;97;4;6;6;6;6;6;6;6;6;6;6;5;6;2;6;6;6;6
46;2;2;2;2;1;2;2;1;2;2;2;2;2;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;96;1;1;1;1;1;1;96;1;1;96;1;1;3;97;4;6;6;6;6;5;6;6;6;6;6;5;6;1;6;6;6;6
16;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;96;96;1;1;1;1;1;96;96;1;96;1;1;1;3;1;5;6;6;6;2;5;4;5;5;5;6;6;6;2;5;5;5;2
48;1;1;2;2;2;2;2;2;2;2;2;1;2;1;1;2;1;0;0;0;0;0;0;0;0;0;0;0;1;10;10;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;96;1;1;3;1;1;1;96;1;1;96;1;1;3;3;3;6;6;6;1;1;6;6;6;2;6;6;6;2;6;5; ;5
27;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;7;5;3;3;4;7;5;7;3;3;3;7;7;4;8;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;96;96;96;1;1;1;1;96;96;96;96;96;1;1;3;1;6;6;6;6;2;6;5;6;6;5;6;6;6;1;6;5;5;2
17;2;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;10;10;5;1;1;1;5;7;10;2;3;10;4;8;9;2;2;2;2;2;2;2;1;2;2;2;2;1;1;3;96;96;1;1;1;1;1;1;96;1;96;96;1;1;4;97;4;6;6;6;5;5;5;6;5;5;5;6;5;2;4;6;5;5
18;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;5;0;0;0;0;6;5;0;4;0;10;9;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;96;96;96;96;1;1;1;96;96;96;96;96;2;2;4;1;6;6;6;6;6;5;6;5;6;5;6;5;6;1;5;6;6;1
25;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;2;10;10;0;10;0;0;0;9;10;8;10;0;8;10;10;2;2;2;2;2;2;2;2;2;2;2;2;1;1;3;1;1;1;2;3;1;1;1;1;1;96;96;1;1;4;1;3;6;6;6;3;2;6;6;6;4;6;6;4;6;6;5;6;1
24;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;2;2;0;2;1;0;0;0;5;6;4;2;0;3;3;4;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;96;96;96;96;1;96;96;96;96;96;96;96;1;1;4;1;6;6;6;5;6;6;6;6;6;6;6;6;6;4;6;6;6;6
33;1;1;1;1;1;2;1;2;1;1;2;2;1;1;1;1;2;2;5;10;7;6;0;9;4;0;7;6;6;1;5;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;96;2;96;2;2;96;1;96;1;96;96;1;1;4;2;3;6;6;6;6;5;5;6;6;6;6;5;5;1;6;6;6;6
38;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;96;96;1;1;1;1;1;1;96;1;96;1;1;1;5;97;4;6;6;6;6;3;6;6;6;6;5;6;6;1;6;6;6;6
36;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;96;96;96;1;1;1;96;96;96;96;96;96;1;2;5;1;6;6;5;6;6;5;6;6;6;6;6;6;6;6;6;6;6;1
49;2;1;2;2;1;2;2;2;1;2;2;2;1;1;1;2;1;2;1;0;1;1;1;1;2;0;1;4;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;96;1;1;1;1;1;1;96;1;96;96;1;1;5;4;4;6;5;6;1;6;6;6;4;4;6;6;6;1;6;6;4;4
20;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;96;96;96;1;1;1;96;96;96;1;96;96;1;1;5;1;5;6;5;6;2;6;5;6;5;5;6;6;5;1;5;6;5;4
27;2;1;1;2;1;1;1;1;1;1;1;1;1;1;2;1;10;10;5;10;10;5;5;10;10;5;5;10;10;10;10;2;2;2;2;2;1;1;2;2;2;2;2;1;1;2;96;96;96;96;1;1;96;1;96;96;1;96;2;2;5;97;6;6;6;6;2;5;5;6;5;5;6;5;5;5;5;6;5;2
